ID,age,age bucket,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,response
17609,55,38 to 58,services,divorced,high.school,no,yes,no,cellular,jul,mon,499,0
17610,30,17 to 37,admin.,married,unknown,no,no,no,cellular,jul,mon,220,0
17611,30,17 to 37,admin.,married,unknown,no,no,no,cellular,jul,mon,270,0
17612,55,38 to 58,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,mon,213,0
17613,56,38 to 58,blue-collar,divorced,basic.6y,unknown,no,no,telephone,jul,mon,1037,0
17614,36,17 to 37,housemaid,married,basic.4y,no,no,no,cellular,jul,mon,262,0
17615,46,38 to 58,self-employed,married,university.degree,no,no,no,cellular,jul,mon,22,0
17616,53,38 to 58,management,married,unknown,no,no,no,cellular,jul,mon,123,0
17617,46,38 to 58,management,married,basic.9y,unknown,no,no,cellular,jul,mon,83,0
17618,47,38 to 58,blue-collar,divorced,basic.9y,no,yes,yes,cellular,jul,mon,138,0
17619,48,38 to 58,self-employed,married,university.degree,unknown,no,no,cellular,jul,mon,191,0
17620,39,38 to 58,technician,single,university.degree,unknown,yes,no,cellular,jul,mon,267,0
17621,55,38 to 58,retired,divorced,high.school,no,no,no,cellular,jul,mon,609,0
17622,53,38 to 58,retired,divorced,basic.9y,no,no,no,telephone,jul,mon,313,0
17623,55,38 to 58,admin.,married,high.school,no,yes,no,cellular,jul,mon,170,0
17624,57,38 to 58,retired,single,unknown,unknown,no,no,cellular,jul,mon,117,0
17625,38,38 to 58,student,single,unknown,unknown,yes,yes,cellular,jul,mon,76,0
17626,48,38 to 58,retired,married,basic.4y,unknown,no,yes,cellular,jul,mon,780,0
17627,52,38 to 58,entrepreneur,married,basic.9y,no,yes,no,cellular,jul,mon,165,0
17628,36,17 to 37,technician,married,professional.course,no,no,no,cellular,jul,mon,314,0
17629,48,38 to 58,housemaid,married,university.degree,no,yes,no,cellular,jul,mon,306,0
17630,52,38 to 58,housemaid,married,basic.9y,no,yes,no,cellular,jul,mon,83,0
17631,47,38 to 58,services,married,basic.6y,no,yes,no,cellular,jul,mon,320,0
17632,43,38 to 58,unemployed,divorced,basic.9y,no,no,no,cellular,jul,mon,39,0
17633,58,38 to 58,technician,divorced,unknown,unknown,yes,no,cellular,jul,mon,341,0
17634,34,17 to 37,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,151,0
17635,57,38 to 58,retired,married,high.school,no,no,no,cellular,jul,mon,377,0
17636,51,38 to 58,entrepreneur,divorced,university.degree,no,unknown,unknown,cellular,jul,mon,19,0
17637,41,38 to 58,admin.,married,high.school,no,yes,yes,cellular,jul,mon,76,0
17638,55,38 to 58,technician,married,basic.9y,unknown,yes,no,cellular,jul,mon,72,0
17639,57,38 to 58,admin.,married,university.degree,unknown,yes,no,cellular,jul,mon,194,0
17640,45,38 to 58,self-employed,divorced,university.degree,no,no,yes,cellular,jul,mon,890,1
17641,43,38 to 58,services,married,high.school,no,yes,yes,telephone,jul,mon,118,0
17642,45,38 to 58,self-employed,divorced,university.degree,no,yes,no,cellular,jul,mon,168,0
17643,58,38 to 58,technician,married,professional.course,no,no,yes,telephone,jul,mon,76,0
17644,56,38 to 58,services,divorced,high.school,no,no,no,cellular,jul,mon,167,0
17645,48,38 to 58,admin.,single,university.degree,no,no,no,cellular,jul,mon,472,0
17646,54,38 to 58,self-employed,divorced,high.school,unknown,no,no,telephone,jul,mon,178,0
17647,46,38 to 58,admin.,divorced,professional.course,no,yes,no,cellular,jul,mon,276,0
17648,49,38 to 58,technician,married,university.degree,no,no,no,cellular,jul,mon,147,0
17649,60,59 to 79,retired,divorced,professional.course,no,no,no,cellular,jul,mon,131,0
17650,56,38 to 58,blue-collar,divorced,basic.9y,no,yes,yes,cellular,jul,mon,123,0
17651,54,38 to 58,housemaid,divorced,basic.4y,no,yes,no,cellular,jul,mon,50,0
17652,50,38 to 58,admin.,divorced,university.degree,unknown,no,yes,cellular,jul,mon,85,0
17653,41,38 to 58,unknown,unknown,unknown,no,yes,no,cellular,jul,mon,91,0
17654,53,38 to 58,blue-collar,married,high.school,no,yes,no,cellular,jul,mon,209,0
17655,58,38 to 58,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,97,0
17656,50,38 to 58,admin.,married,university.degree,no,no,no,telephone,jul,mon,1076,1
17657,46,38 to 58,self-employed,married,university.degree,no,yes,no,cellular,jul,mon,152,0
17658,44,38 to 58,technician,divorced,professional.course,no,no,yes,telephone,jul,mon,107,0
17659,42,38 to 58,housemaid,married,basic.9y,unknown,no,no,cellular,jul,mon,100,0
17660,46,38 to 58,management,married,basic.9y,unknown,yes,yes,cellular,jul,mon,488,0
17661,43,38 to 58,unemployed,divorced,basic.9y,no,yes,no,cellular,jul,mon,265,0
17662,57,38 to 58,retired,single,unknown,unknown,yes,yes,cellular,jul,mon,174,0
17663,40,38 to 58,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,mon,504,0
17664,26,17 to 37,admin.,single,university.degree,no,no,no,telephone,jul,mon,127,0
17665,53,38 to 58,blue-collar,married,high.school,no,no,yes,cellular,jul,mon,136,0
17666,55,38 to 58,services,divorced,high.school,no,no,no,cellular,jul,mon,164,0
17667,48,38 to 58,retired,married,basic.4y,unknown,no,no,cellular,jul,mon,110,0
17668,53,38 to 58,blue-collar,married,high.school,no,yes,yes,cellular,jul,mon,243,0
17669,36,17 to 37,housemaid,married,basic.4y,no,yes,yes,cellular,jul,mon,120,0
17670,57,38 to 58,admin.,married,professional.course,no,unknown,unknown,cellular,jul,mon,127,0
17671,42,38 to 58,housemaid,married,basic.4y,unknown,yes,no,telephone,jul,mon,122,0
17672,40,38 to 58,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,206,0
17673,44,38 to 58,technician,divorced,professional.course,no,yes,yes,telephone,jul,mon,90,0
17674,48,38 to 58,retired,married,basic.4y,unknown,yes,yes,telephone,jul,mon,27,0
17675,39,38 to 58,admin.,divorced,high.school,no,no,no,telephone,jul,mon,210,0
17676,49,38 to 58,technician,married,high.school,no,yes,no,telephone,jul,mon,126,0
17677,54,38 to 58,housemaid,married,basic.4y,unknown,no,no,cellular,jul,mon,125,0
17678,39,38 to 58,admin.,single,high.school,no,yes,no,telephone,jul,mon,215,0
17679,50,38 to 58,technician,single,professional.course,no,no,yes,cellular,jul,mon,173,0
17680,49,38 to 58,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,jul,mon,786,0
17681,47,38 to 58,housemaid,married,basic.4y,unknown,no,no,cellular,jul,tue,38,0
17682,57,38 to 58,retired,married,high.school,no,no,no,cellular,jul,tue,193,0
17683,50,38 to 58,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,tue,215,0
17684,43,38 to 58,blue-collar,married,basic.9y,no,yes,yes,cellular,jul,tue,393,0
17685,53,38 to 58,retired,divorced,university.degree,no,yes,no,cellular,jul,tue,62,0
17686,38,38 to 58,self-employed,married,high.school,no,yes,no,telephone,jul,tue,121,0
17687,55,38 to 58,entrepreneur,divorced,university.degree,no,no,no,telephone,jul,tue,345,0
17688,45,38 to 58,technician,married,high.school,no,yes,no,cellular,jul,tue,88,0
17689,53,38 to 58,technician,married,professional.course,no,no,yes,cellular,jul,tue,178,0
17690,39,38 to 58,admin.,divorced,high.school,no,no,no,cellular,jul,tue,858,0
17691,55,38 to 58,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,tue,82,0
17692,50,38 to 58,self-employed,married,high.school,no,yes,no,cellular,jul,tue,119,0
17693,32,17 to 37,blue-collar,single,high.school,no,no,no,telephone,jul,tue,480,0
17694,42,38 to 58,technician,single,professional.course,no,yes,no,cellular,jul,tue,179,0
17695,35,17 to 37,admin.,single,unknown,no,yes,no,cellular,jul,tue,95,0
17696,46,38 to 58,admin.,single,university.degree,no,yes,yes,cellular,jul,tue,62,0
17697,47,38 to 58,technician,single,unknown,no,no,no,cellular,jul,tue,117,0
17698,38,38 to 58,unemployed,married,basic.4y,unknown,yes,no,cellular,jul,tue,176,0
17699,57,38 to 58,admin.,married,professional.course,no,yes,no,cellular,jul,tue,47,0
17700,42,38 to 58,services,single,unknown,unknown,yes,no,telephone,jul,tue,105,0
17701,47,38 to 58,admin.,married,high.school,unknown,yes,yes,cellular,jul,tue,10,0
17702,29,17 to 37,technician,single,professional.course,no,yes,no,cellular,jul,tue,62,0
17703,57,38 to 58,admin.,married,university.degree,unknown,yes,yes,telephone,jul,tue,168,0
17704,39,38 to 58,admin.,single,university.degree,no,no,no,cellular,jul,tue,60,0
17705,53,38 to 58,technician,single,professional.course,no,no,no,cellular,jul,tue,114,0
17706,55,38 to 58,technician,married,basic.9y,unknown,yes,no,cellular,jul,tue,234,0
17707,45,38 to 58,management,divorced,university.degree,no,yes,yes,cellular,jul,tue,192,0
17708,53,38 to 58,blue-collar,married,high.school,no,yes,no,cellular,jul,tue,118,0
17709,51,38 to 58,services,married,high.school,unknown,no,no,cellular,jul,tue,158,0
17710,31,17 to 37,blue-collar,single,professional.course,no,no,yes,telephone,jul,tue,186,0
17711,35,17 to 37,admin.,married,university.degree,no,yes,yes,cellular,jul,tue,82,0
17712,42,38 to 58,services,divorced,high.school,no,yes,yes,cellular,jul,tue,148,0
17713,43,38 to 58,admin.,married,high.school,no,no,no,cellular,jul,tue,215,0
17714,36,17 to 37,admin.,married,university.degree,no,yes,no,cellular,jul,tue,54,0
17715,50,38 to 58,management,divorced,high.school,no,no,no,cellular,jul,tue,36,0
17716,46,38 to 58,admin.,single,university.degree,no,yes,yes,cellular,jul,tue,146,0
17717,54,38 to 58,housemaid,married,professional.course,no,no,no,cellular,jul,tue,604,0
17718,33,17 to 37,entrepreneur,married,university.degree,no,yes,no,cellular,jul,tue,303,0
17719,57,38 to 58,unknown,married,unknown,unknown,no,no,cellular,jul,tue,156,0
17720,48,38 to 58,retired,married,basic.4y,unknown,no,no,cellular,jul,tue,32,0
17721,36,17 to 37,admin.,married,university.degree,unknown,yes,no,cellular,jul,tue,874,1
17722,41,38 to 58,services,married,unknown,no,no,no,cellular,jul,tue,99,0
17723,60,59 to 79,retired,divorced,basic.4y,no,yes,no,telephone,jul,tue,50,0
17724,53,38 to 58,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,tue,648,1
17725,54,38 to 58,management,married,university.degree,no,yes,yes,telephone,jul,tue,44,0
17726,36,17 to 37,technician,married,professional.course,no,no,no,cellular,jul,tue,71,0
17727,43,38 to 58,admin.,married,university.degree,no,yes,no,cellular,jul,tue,101,0
17728,36,17 to 37,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue,109,0
17729,43,38 to 58,management,divorced,university.degree,no,yes,no,cellular,jul,tue,76,0
17730,49,38 to 58,admin.,single,university.degree,no,no,no,cellular,jul,tue,90,0
17731,54,38 to 58,management,married,university.degree,no,no,yes,cellular,jul,tue,218,0
17732,36,17 to 37,blue-collar,married,basic.6y,no,no,no,cellular,jul,tue,164,0
17733,47,38 to 58,technician,married,basic.9y,no,unknown,unknown,cellular,jul,tue,1569,0
17734,57,38 to 58,admin.,married,university.degree,no,yes,no,telephone,jul,tue,7,0
17735,45,38 to 58,self-employed,divorced,university.degree,no,no,no,cellular,jul,tue,69,0
17736,55,38 to 58,entrepreneur,divorced,university.degree,no,no,no,cellular,jul,tue,122,0
17737,57,38 to 58,admin.,divorced,high.school,unknown,yes,no,cellular,jul,tue,162,0
17738,54,38 to 58,housemaid,divorced,basic.4y,no,unknown,unknown,cellular,jul,tue,179,0
17739,42,38 to 58,management,married,high.school,unknown,no,no,cellular,jul,tue,179,0
17740,54,38 to 58,blue-collar,married,illiterate,unknown,yes,yes,cellular,jul,tue,83,0
17741,59,59 to 79,retired,divorced,university.degree,unknown,yes,no,cellular,jul,tue,165,0
17742,50,38 to 58,services,married,high.school,no,no,no,cellular,jul,tue,301,0
17743,59,59 to 79,retired,divorced,university.degree,unknown,yes,no,cellular,jul,tue,466,0
17744,50,38 to 58,services,married,high.school,no,yes,no,cellular,jul,tue,117,0
17745,47,38 to 58,services,divorced,professional.course,no,yes,no,telephone,jul,tue,165,0
17746,44,38 to 58,blue-collar,married,unknown,unknown,no,yes,cellular,jul,tue,25,0
17747,47,38 to 58,services,divorced,professional.course,no,no,no,cellular,jul,tue,318,0
17748,46,38 to 58,admin.,married,university.degree,unknown,yes,no,cellular,jul,tue,112,0
17749,45,38 to 58,housemaid,married,basic.4y,no,yes,no,cellular,jul,tue,241,0
17750,52,38 to 58,entrepreneur,divorced,high.school,unknown,yes,no,cellular,jul,tue,710,1
17751,55,38 to 58,blue-collar,divorced,basic.9y,no,yes,yes,cellular,jul,tue,80,0
17752,50,38 to 58,technician,married,professional.course,unknown,yes,no,cellular,jul,tue,116,0
17753,55,38 to 58,retired,divorced,high.school,no,yes,no,cellular,jul,tue,609,0
17754,50,38 to 58,technician,married,professional.course,unknown,no,yes,cellular,jul,tue,106,0
17755,54,38 to 58,housemaid,married,basic.4y,unknown,no,no,cellular,jul,tue,164,0
17756,49,38 to 58,housemaid,divorced,basic.4y,unknown,yes,no,cellular,jul,tue,129,0
17757,47,38 to 58,services,divorced,basic.4y,no,no,no,cellular,jul,tue,149,0
17758,60,59 to 79,retired,divorced,basic.4y,no,yes,no,cellular,jul,tue,600,1
17759,46,38 to 58,admin.,single,university.degree,no,no,no,cellular,jul,tue,206,0
17760,60,59 to 79,retired,divorced,high.school,unknown,yes,yes,cellular,jul,tue,102,0
17761,42,38 to 58,admin.,married,basic.9y,unknown,no,no,telephone,jul,tue,75,0
17762,53,38 to 58,technician,divorced,professional.course,no,no,no,cellular,jul,tue,124,0
17763,53,38 to 58,entrepreneur,married,university.degree,unknown,yes,no,cellular,jul,tue,893,1
17764,47,38 to 58,services,single,high.school,no,yes,no,cellular,jul,tue,43,0
17765,42,38 to 58,admin.,married,basic.9y,unknown,no,yes,cellular,jul,tue,336,0
17766,50,38 to 58,unknown,married,unknown,unknown,yes,no,cellular,jul,tue,112,0
17767,30,17 to 37,services,married,basic.9y,no,no,no,cellular,jul,tue,70,0
17768,46,38 to 58,admin.,married,university.degree,unknown,yes,no,cellular,jul,tue,55,0
17769,47,38 to 58,services,single,high.school,no,no,no,cellular,jul,tue,293,0
17770,41,38 to 58,admin.,married,university.degree,no,no,no,cellular,jul,tue,184,0
17771,50,38 to 58,unknown,married,unknown,unknown,yes,no,telephone,jul,tue,237,0
17772,60,59 to 79,technician,married,professional.course,unknown,no,no,cellular,jul,tue,82,0
17773,43,38 to 58,services,married,university.degree,no,yes,no,cellular,jul,tue,135,0
17774,44,38 to 58,blue-collar,married,unknown,unknown,yes,no,cellular,jul,tue,299,0
17775,43,38 to 58,admin.,married,university.degree,no,yes,no,cellular,jul,tue,24,0
17776,43,38 to 58,admin.,married,university.degree,no,no,no,cellular,jul,tue,497,0
17777,36,17 to 37,admin.,married,university.degree,unknown,no,no,cellular,jul,tue,97,0
17778,38,38 to 58,services,married,high.school,no,yes,no,cellular,jul,tue,55,0
17779,41,38 to 58,admin.,married,high.school,no,yes,no,cellular,jul,tue,60,0
17780,39,38 to 58,admin.,single,high.school,no,no,no,cellular,jul,tue,48,0
17781,54,38 to 58,admin.,divorced,unknown,no,no,no,cellular,jul,tue,109,0
17782,34,17 to 37,housemaid,married,university.degree,no,no,no,cellular,jul,tue,132,0
17783,46,38 to 58,housemaid,divorced,professional.course,unknown,no,no,cellular,jul,tue,167,0
17784,43,38 to 58,admin.,married,high.school,no,yes,no,cellular,jul,tue,197,0
17785,46,38 to 58,admin.,married,high.school,no,yes,no,cellular,jul,tue,98,0
17786,45,38 to 58,admin.,married,university.degree,no,no,no,cellular,jul,tue,345,0
17787,48,38 to 58,services,married,high.school,unknown,no,no,cellular,jul,tue,165,0
17788,57,38 to 58,admin.,single,university.degree,no,yes,no,cellular,jul,tue,69,0
17789,60,59 to 79,technician,married,professional.course,unknown,no,no,telephone,jul,tue,55,0
17790,43,38 to 58,admin.,married,high.school,no,no,no,telephone,jul,tue,647,0
17791,57,38 to 58,admin.,single,university.degree,no,no,no,cellular,jul,tue,105,0
17792,57,38 to 58,admin.,single,university.degree,no,yes,no,cellular,jul,tue,33,0
17793,50,38 to 58,technician,single,basic.4y,unknown,yes,no,cellular,jul,tue,96,0
17794,54,38 to 58,management,married,university.degree,no,yes,no,cellular,jul,tue,100,0
17795,47,38 to 58,blue-collar,single,unknown,no,yes,no,cellular,jul,tue,91,0
17796,36,17 to 37,services,married,high.school,unknown,no,yes,cellular,jul,tue,285,0
17797,35,17 to 37,admin.,married,professional.course,no,no,no,cellular,jul,tue,214,0
17798,53,38 to 58,blue-collar,divorced,basic.4y,no,yes,no,cellular,jul,tue,155,0
17799,53,38 to 58,blue-collar,divorced,basic.4y,no,no,no,cellular,jul,tue,64,0
17800,53,38 to 58,blue-collar,divorced,basic.4y,no,no,no,cellular,jul,tue,305,0
17801,58,38 to 58,technician,divorced,unknown,unknown,yes,no,cellular,jul,tue,261,0
17802,53,38 to 58,blue-collar,divorced,basic.4y,no,no,yes,cellular,jul,tue,446,0
17803,51,38 to 58,technician,married,professional.course,no,yes,no,cellular,jul,tue,248,0
17804,58,38 to 58,admin.,married,high.school,unknown,yes,no,cellular,jul,tue,103,0
17805,50,38 to 58,technician,single,university.degree,unknown,no,no,cellular,jul,tue,86,0
17806,38,38 to 58,housemaid,married,basic.4y,unknown,unknown,unknown,cellular,jul,tue,105,0
17807,56,38 to 58,services,divorced,high.school,no,no,no,cellular,jul,tue,57,0
17808,56,38 to 58,services,divorced,university.degree,no,no,no,cellular,jul,tue,221,0
17809,33,17 to 37,admin.,married,university.degree,no,no,no,cellular,jul,tue,2516,1
17810,48,38 to 58,housemaid,married,basic.4y,unknown,yes,yes,cellular,jul,tue,72,0
17811,56,38 to 58,retired,married,university.degree,unknown,no,no,cellular,jul,tue,361,0
17812,47,38 to 58,admin.,married,high.school,no,yes,no,cellular,jul,tue,247,0
17813,29,17 to 37,services,divorced,high.school,unknown,no,no,cellular,jul,tue,145,0
17814,26,17 to 37,self-employed,married,university.degree,no,yes,no,cellular,jul,tue,146,0
17815,30,17 to 37,admin.,married,unknown,no,no,yes,cellular,jul,tue,64,0
17816,54,38 to 58,housemaid,married,basic.4y,unknown,no,no,cellular,jul,tue,522,0
17817,56,38 to 58,admin.,divorced,university.degree,no,no,no,cellular,jul,tue,213,0
17818,52,38 to 58,housemaid,married,university.degree,no,no,yes,cellular,jul,tue,137,0
17819,57,38 to 58,admin.,married,university.degree,no,yes,yes,telephone,jul,tue,104,0
17820,49,38 to 58,admin.,single,university.degree,no,no,no,cellular,jul,tue,57,0
17821,47,38 to 58,services,married,basic.6y,no,no,no,cellular,jul,tue,100,0
17822,56,38 to 58,technician,married,professional.course,no,yes,no,cellular,jul,tue,208,0
17823,35,17 to 37,admin.,married,professional.course,no,no,no,cellular,jul,tue,735,0
17824,57,38 to 58,technician,married,basic.9y,no,no,no,cellular,jul,tue,94,0
17825,59,59 to 79,retired,divorced,university.degree,unknown,no,no,cellular,jul,tue,46,0
17826,54,38 to 58,unemployed,married,high.school,unknown,no,no,telephone,jul,tue,28,0
17827,44,38 to 58,technician,divorced,professional.course,no,yes,no,cellular,jul,tue,121,0
17828,26,17 to 37,admin.,single,university.degree,no,yes,yes,cellular,jul,tue,65,0
17829,55,38 to 58,retired,married,high.school,no,yes,yes,cellular,jul,tue,394,0
17830,57,38 to 58,retired,single,unknown,unknown,yes,no,cellular,jul,tue,189,0
17831,54,38 to 58,technician,divorced,professional.course,no,yes,yes,cellular,jul,tue,797,0
17832,55,38 to 58,services,divorced,high.school,unknown,no,no,cellular,jul,tue,204,0
17833,26,17 to 37,admin.,single,university.degree,no,no,no,cellular,jul,tue,212,0
17834,33,17 to 37,admin.,married,university.degree,no,no,yes,cellular,jul,tue,255,0
17835,55,38 to 58,blue-collar,divorced,basic.4y,no,no,yes,cellular,jul,tue,196,0
17836,57,38 to 58,admin.,divorced,high.school,unknown,yes,no,telephone,jul,tue,184,0
17837,43,38 to 58,admin.,married,university.degree,no,yes,no,telephone,jul,tue,145,0
17838,43,38 to 58,housemaid,married,basic.4y,no,no,no,telephone,jul,tue,81,0
17839,60,59 to 79,retired,divorced,professional.course,no,no,no,cellular,jul,tue,47,0
17840,47,38 to 58,technician,single,unknown,no,yes,yes,telephone,jul,tue,24,0
17841,58,38 to 58,housemaid,married,basic.4y,unknown,yes,no,telephone,jul,tue,35,0
17842,58,38 to 58,housemaid,married,basic.4y,unknown,yes,no,cellular,jul,tue,92,0
17843,37,17 to 37,blue-collar,divorced,high.school,no,yes,no,cellular,jul,tue,538,0
17844,37,17 to 37,services,married,high.school,no,yes,no,cellular,jul,tue,520,0
17845,34,17 to 37,admin.,married,university.degree,no,no,no,cellular,jul,tue,283,0
17846,24,17 to 37,student,single,high.school,no,yes,no,cellular,jul,tue,153,0
17847,51,38 to 58,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,tue,82,0
17848,48,38 to 58,unknown,married,unknown,unknown,yes,no,cellular,jul,tue,198,0
17849,58,38 to 58,housemaid,married,basic.4y,unknown,no,no,cellular,jul,tue,533,0
17850,57,38 to 58,admin.,married,professional.course,no,yes,no,cellular,jul,tue,60,0
17851,24,17 to 37,student,single,high.school,no,no,no,cellular,jul,tue,569,0
17852,44,38 to 58,entrepreneur,married,high.school,no,yes,no,cellular,jul,tue,300,0
17853,40,38 to 58,entrepreneur,married,high.school,no,no,no,cellular,jul,tue,422,0
17854,35,17 to 37,admin.,married,high.school,no,no,no,cellular,jul,tue,100,0
17855,54,38 to 58,admin.,divorced,high.school,no,no,yes,cellular,jul,tue,129,0
17856,49,38 to 58,admin.,single,university.degree,no,no,no,cellular,jul,tue,57,0
17857,46,38 to 58,technician,divorced,university.degree,no,no,no,cellular,jul,tue,199,0
17858,40,38 to 58,admin.,divorced,university.degree,no,yes,no,cellular,jul,tue,56,0
17859,36,17 to 37,technician,married,professional.course,no,no,no,cellular,jul,tue,281,0
17860,47,38 to 58,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,207,0
17861,35,17 to 37,admin.,married,professional.course,no,yes,yes,cellular,jul,tue,1186,0
17862,60,59 to 79,retired,divorced,professional.course,no,no,no,cellular,jul,tue,454,1
17863,48,38 to 58,blue-collar,married,basic.6y,no,no,yes,cellular,jul,tue,337,0
17864,38,38 to 58,unemployed,married,basic.4y,unknown,yes,no,telephone,jul,tue,156,0
17865,38,38 to 58,unemployed,married,basic.4y,unknown,no,no,cellular,jul,tue,195,0
17866,48,38 to 58,blue-collar,married,basic.6y,no,yes,no,cellular,jul,tue,63,0
17867,47,38 to 58,blue-collar,married,high.school,no,yes,no,cellular,jul,tue,20,0
17868,53,38 to 58,admin.,divorced,high.school,no,no,no,cellular,jul,tue,52,0
17869,44,38 to 58,student,single,unknown,unknown,no,yes,cellular,jul,tue,113,0
17870,46,38 to 58,technician,single,professional.course,no,no,no,cellular,jul,tue,328,0
17871,56,38 to 58,admin.,divorced,university.degree,no,yes,no,cellular,jul,tue,86,0
17872,38,38 to 58,unemployed,married,basic.4y,unknown,no,no,cellular,jul,tue,1058,1
17873,49,38 to 58,entrepreneur,married,university.degree,no,no,no,cellular,jul,tue,114,0
17874,39,38 to 58,admin.,divorced,high.school,no,no,no,cellular,jul,tue,121,0
17875,26,17 to 37,self-employed,married,university.degree,no,yes,yes,cellular,jul,tue,45,0
17876,43,38 to 58,unemployed,divorced,basic.9y,no,yes,no,cellular,jul,tue,187,0
17877,57,38 to 58,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,tue,369,0
17878,34,17 to 37,admin.,single,university.degree,unknown,no,no,telephone,jul,tue,143,0
17879,59,59 to 79,housemaid,divorced,basic.4y,unknown,no,no,cellular,jul,tue,277,0
17880,42,38 to 58,blue-collar,single,basic.6y,unknown,yes,yes,cellular,jul,tue,85,0
17881,47,38 to 58,admin.,married,high.school,unknown,no,no,cellular,jul,tue,96,0
17882,42,38 to 58,blue-collar,single,basic.6y,unknown,no,no,telephone,jul,tue,126,0
17883,39,38 to 58,admin.,divorced,high.school,no,yes,yes,cellular,jul,tue,180,0
17884,57,38 to 58,housemaid,married,high.school,unknown,no,no,telephone,jul,tue,317,0
17885,47,38 to 58,admin.,single,university.degree,no,no,no,cellular,jul,tue,108,0
17886,58,38 to 58,admin.,married,high.school,no,yes,no,cellular,jul,tue,104,0
17887,36,17 to 37,housemaid,married,basic.4y,no,yes,no,cellular,jul,tue,665,0
17888,26,17 to 37,services,single,high.school,no,no,yes,cellular,jul,tue,125,0
17889,46,38 to 58,services,divorced,high.school,no,no,yes,cellular,jul,tue,246,0
17890,47,38 to 58,admin.,divorced,university.degree,no,no,no,cellular,jul,tue,33,0
17891,32,17 to 37,technician,single,professional.course,no,yes,no,cellular,jul,tue,95,0
17892,55,38 to 58,retired,married,professional.course,no,yes,no,cellular,jul,tue,277,0
17893,31,17 to 37,blue-collar,married,high.school,no,yes,no,cellular,jul,tue,127,0
17894,28,17 to 37,technician,single,university.degree,unknown,no,no,telephone,jul,tue,38,0
17895,52,38 to 58,admin.,married,high.school,no,no,no,telephone,jul,tue,790,0
17896,40,38 to 58,admin.,single,high.school,no,yes,no,cellular,jul,tue,635,0
17897,58,38 to 58,housemaid,married,university.degree,no,yes,no,cellular,jul,tue,597,0
17898,37,17 to 37,admin.,single,high.school,no,yes,no,telephone,jul,tue,77,0
17899,39,38 to 58,technician,married,university.degree,no,no,no,cellular,jul,tue,62,0
17900,53,38 to 58,management,single,professional.course,unknown,no,no,cellular,jul,tue,72,0
17901,31,17 to 37,blue-collar,single,professional.course,no,no,yes,cellular,jul,tue,171,0
17902,46,38 to 58,technician,divorced,professional.course,unknown,no,no,telephone,jul,tue,665,0
17903,50,38 to 58,services,single,high.school,no,yes,no,cellular,jul,tue,110,0
17904,35,17 to 37,technician,divorced,professional.course,no,no,no,cellular,jul,tue,77,0
17905,59,59 to 79,housemaid,divorced,university.degree,no,yes,no,cellular,jul,tue,226,0
17906,59,59 to 79,housemaid,divorced,university.degree,no,no,no,cellular,jul,tue,367,0
17907,56,38 to 58,retired,married,basic.6y,no,yes,no,cellular,jul,tue,509,0
17908,49,38 to 58,retired,married,high.school,no,yes,no,cellular,jul,tue,228,0
17909,30,17 to 37,admin.,married,high.school,no,no,no,cellular,jul,tue,935,0
17910,27,17 to 37,services,divorced,high.school,no,yes,no,telephone,jul,tue,129,0
17911,25,17 to 37,admin.,single,high.school,no,no,no,cellular,jul,tue,313,0
17912,55,38 to 58,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,tue,80,0
17913,57,38 to 58,admin.,divorced,university.degree,unknown,yes,no,telephone,jul,tue,375,0
17914,55,38 to 58,blue-collar,single,basic.9y,unknown,no,yes,cellular,jul,tue,194,0
17915,43,38 to 58,housemaid,divorced,basic.9y,no,yes,no,cellular,jul,tue,94,0
17916,32,17 to 37,admin.,married,professional.course,unknown,yes,no,cellular,jul,tue,97,0
17917,39,38 to 58,services,married,high.school,no,yes,yes,cellular,jul,tue,197,0
17918,47,38 to 58,admin.,divorced,university.degree,no,no,no,cellular,jul,tue,403,0
17919,48,38 to 58,technician,married,professional.course,no,yes,no,telephone,jul,tue,616,1
17920,42,38 to 58,admin.,divorced,high.school,no,yes,yes,telephone,jul,tue,207,0
17921,57,38 to 58,admin.,divorced,university.degree,unknown,yes,yes,cellular,jul,tue,816,1
17922,54,38 to 58,entrepreneur,divorced,high.school,unknown,no,yes,cellular,jul,tue,268,0
17923,31,17 to 37,admin.,married,high.school,no,no,no,telephone,jul,tue,99,0
17924,45,38 to 58,admin.,married,university.degree,no,no,no,cellular,jul,tue,114,0
17925,36,17 to 37,technician,married,high.school,no,yes,no,cellular,jul,tue,123,0
